,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
1335,1,0.9875,0.7375,0.2875,8.958442,3.41611475,1.68679525,3.13261975,12
1665,2,1.4875,1.125,0.375,31.581343,16.62698175,6.25106475,7.087375,11
255,0,0.7,0.5125,0.1375,3.21766825,1.2757275,0.77961125,0.94970825,7
1279,2,1.3125,0.975,0.3375,17.02387475,6.42116175,3.7137845,5.953395,16
2147,2,1.3125,1.0,0.325,19.83047525,8.83086925,3.7137845,6.3219385,9
1801,2,1.675,1.325,0.5625,44.26774425,17.860185,13.8062065,10.56018875,11
2640,0,1.15,0.8375,0.275,12.587178,6.3786375,2.11203775,3.118445,8
915,0,0.925,0.725,0.2375,7.0590255,2.96252275,1.644271,1.8994165,6
3604,1,1.55,1.15,0.4,26.94619975,13.93377925,5.6699,6.463686,9
2677,2,1.525,1.2125,0.375,35.16755475,17.08057375,8.26387925,8.74582075,12
335,0,0.85,0.65,0.2125,5.34388075,2.31048425,0.94970825,1.70097,6
551,2,1.075,0.8125,0.3,12.6155275,4.6776675,2.82077525,4.3941725,8
2114,0,1.2875,0.9625,0.3125,17.33571925,9.00096625,3.58621175,4.252425,8
1716,0,0.6375,0.45,0.1375,2.3530085,0.8788345,0.60951425,0.56699,4
1942,0,0.625,0.45,0.1625,2.28213475,0.97805775,0.52446575,0.60951425,4
2643,0,1.5,1.2,0.425,26.01066625,10.77281,6.30776375,8.221355,8
2029,2,1.25,0.9625,0.325,21.772416,7.44174375,2.6932025,7.654365,13
718,0,1.05,0.8,0.2875,10.659412,4.7910655,2.608154,2.83495,5
3464,2,1.3375,1.0,0.3375,23.28911425,11.15552825,5.556502,5.8116475,8
140,1,1.525,1.2,0.4125,35.25260325,15.80484625,7.58349125,10.546014,8
1880,0,0.975,0.725,0.25,6.30776375,2.6932025,1.31825175,2.0695135,7
1097,1,0.925,0.725,0.225,6.8322295,3.118445,1.2757275,1.9561155,10
1029,1,1.1625,0.8875,0.2625,13.59358525,6.4353365,3.515338,3.5436875,8
3581,0,1.4,1.1,0.4125,22.6796,9.4970825,4.91863825,7.087375,12
583,0,1.0,0.75,0.275,8.9300925,3.0900955,1.8994165,3.40194,9
1841,2,1.6875,1.3125,0.3875,41.91473575,17.803486,9.65300475,11.90679,9
3802,2,1.45,1.15,0.4625,28.8314415,9.96484925,5.6699,9.07184,10
930,2,1.45,1.075,0.425,41.95726,18.52639825,9.185238,11.77921725,10
2777,2,1.625,1.3125,0.4125,35.096681,18.3421265,7.04485075,8.51902475,9
2427,0,0.825,0.5625,0.1875,5.3013565,2.67902775,1.11980525,1.20485375,7
1628,1,1.3875,1.05,0.3625,24.64989025,8.71747125,7.29999625,7.087375,14
102,0,1.5375,1.15,0.475,30.220567,12.28950825,6.406987,9.355335,13
1866,2,1.3625,1.025,0.3125,18.540573,8.34892775,3.72795925,5.8116475,10
3153,0,1.1375,0.8625,0.2625,11.35397475,4.649318,2.14038725,3.572037,8
1884,2,1.65,1.3,0.45,42.921143,14.911837,8.43397625,11.90679,19
3561,2,1.6875,1.325,0.4875,42.48172575,17.57669,10.6310625,12.0485375,9
3290,1,1.4625,1.1375,0.3625,27.0170735,11.18387775,7.61184075,7.314171,10
3787,2,1.425,1.1625,0.3875,24.720764,9.19941275,6.7755305,8.0796075,14
2144,0,1.1125,0.8625,0.325,11.55242125,3.86970675,1.82854275,5.10291,11
2233,1,1.4375,1.1625,0.3,29.86619825,14.628342,6.19436575,6.6621325,9
208,0,1.225,0.925,0.275,15.252031,7.6827145,2.93417325,3.9405805,8
1193,1,1.325,1.0125,0.325,20.921931,8.06543275,4.819415,5.4714535,9
724,0,0.8125,0.6,0.175,4.309124,1.60174675,0.86465975,1.530873,8
3625,0,1.075,0.7875,0.2375,10.716111,4.9611625,2.26796,2.96252275,8
19,0,0.7625,0.575,0.1875,4.12485225,1.68679525,0.86465975,1.417475,6
3761,2,1.5125,1.2375,0.425,30.94347925,12.37455675,7.69688925,9.4970825,13
54,0,1.175,0.8875,0.2875,11.77921725,4.7343665,2.381358,3.9405805,7
1859,1,0.8625,0.6375,0.2,4.7910655,1.70097,1.20485375,1.530873,10
1088,0,0.8125,0.6,0.1875,4.309124,1.8427175,0.86465975,1.2757275,6
3731,1,1.15,0.875,0.3125,14.64251675,5.34388075,3.24601775,5.2446575,9
2920,1,1.25,0.9625,0.3375,15.6205745,6.36446275,2.02698925,5.839997,11
3111,2,1.3125,1.0625,0.3625,22.66542525,9.48290775,5.9250455,6.80388,15
1537,1,1.1375,0.8875,0.3375,13.45183775,5.28718175,2.65067825,4.762716,13
2569,0,0.95,0.7125,0.2125,6.7188315,3.2601925,1.14815475,1.984465,6
3006,0,1.1625,0.8875,0.3,14.10387625,6.73300625,2.8066005,3.96893,8
750,1,1.45,1.225,0.325,32.13415825,16.612807,7.27164675,6.7188315,9
3001,1,1.525,1.1875,0.4125,31.638042,12.133586,6.25106475,8.9300925,15
1126,1,1.5875,1.25,0.425,40.66735775,17.3215445,8.7599955,11.850091,12
2130,1,1.375,0.9625,0.325,20.62426125,9.7238785,4.60679375,5.386405,8
2170,1,1.0625,0.8125,0.2375,10.73028575,4.83358975,2.26796,2.83495,7
3021,1,1.35,1.05,0.3375,22.89222125,9.87980075,5.08873525,6.6621325,11
2399,2,1.2875,1.0625,0.35,21.715717,8.618248,4.89028875,7.2291225,14
2037,0,1.05,0.8,0.275,10.27669375,4.932813,1.80019325,2.9766975,7
3651,2,1.175,0.875,0.2875,13.8062065,5.54232725,3.6003865,4.3941725,8
1568,2,1.45,1.1875,0.3375,26.2232875,11.0846545,4.6776675,7.7961125,14
2552,2,0.925,0.6875,0.25,6.30776375,2.6365035,0.737087,2.26796,8
2346,1,1.575,1.275,0.475,42.48172575,11.69416875,8.71747125,15.4504775,16
3809,0,1.275,1.0,0.3125,16.82542825,6.7755305,3.685435,5.783298,8
2540,1,1.625,1.25,0.3875,34.076099,16.0174675,8.88756825,8.334753,11
2480,2,1.6125,1.3375,0.475,35.13920525,13.267566,6.76135575,12.020188,10
3584,1,1.1625,0.9,0.325,14.92601175,5.96756975,3.35941575,4.6776675,10
1146,2,1.65,1.3125,0.5125,38.73959175,14.18892475,8.2497045,11.623295,18
2262,1,1.4375,1.125,0.4,27.0737725,12.47378,4.77689075,7.654365,16
3003,2,1.525,1.25,0.45,40.766581,14.69921575,10.58853825,9.48290775,9
3170,0,0.5375,0.375,0.075,1.09145575,0.32601925,0.1417475,0.283495,5
38,0,0.75,0.575,0.2,3.61456125,1.23320325,0.75126175,1.13398,8
3234,2,1.2875,1.0625,0.3375,20.184844,7.55514175,4.55009475,7.087375,11
3199,2,1.2875,1.0,0.425,22.566202,7.314171,4.97533725,7.93786,16
1076,1,1.625,1.275,0.4375,32.7436725,14.04717725,5.74077375,10.9145575,12
2797,2,1.325,1.1,0.3375,22.21183325,8.8733935,4.86193925,6.19436575,9
3354,1,1.3125,1.075,0.4125,24.50814275,10.659412,5.51397775,7.12989925,16
339,0,0.975,0.775,0.2625,7.55514175,3.35941575,1.48834875,2.2963095,8
1528,0,0.5875,0.4,0.1,1.360776,0.52446575,0.510291,0.4252425,5
2597,0,1.3,1.0125,0.35,16.37183625,5.6699,4.1106775,5.0745605,11
2207,2,1.75,1.3125,0.475,45.40172425,20.0430965,10.3475675,12.190285,10
293,0,1.45,1.1,0.3625,22.41027975,9.99319875,4.66349275,6.860579,10
1676,0,1.0875,0.75,0.3,16.91047675,7.3425205,3.9405805,4.66349275,8
3284,1,1.5,1.2375,0.4125,35.19590425,13.7495075,7.86698625,9.63883,15
3887,2,1.75,1.375,0.425,47.740558,21.36134825,9.25611175,9.07184,11
2238,1,1.375,1.0875,0.275,22.849697,9.68135425,5.7549485,6.0951425,9
978,0,0.9,0.6875,0.1875,6.25106475,2.79242575,1.247378,1.871067,7
2424,1,0.925,0.7,0.2625,6.350288,2.31048425,1.63009625,2.1262125,8
2588,2,1.4875,1.175,0.625,36.3724085,13.097469,7.01650125,12.6155275,14
2168,1,1.425,1.15,0.35,27.03124825,12.65805175,5.85417175,6.9456275,12
1661,2,1.025,0.7875,0.275,9.1001895,3.55786225,1.85689225,2.6932025,10
2433,0,1.4125,1.075,0.3375,24.22464775,9.1001895,5.03203625,7.7961125,11
2373,0,0.9,0.6625,0.2375,6.56290925,2.9766975,1.304077,2.1262125,7
811,2,1.7375,1.4,0.55,51.992983,23.96950225,11.963489,12.8990225,11
479,2,1.7875,1.4625,0.575,58.75433875,24.53649225,11.60912025,16.0174675,10
2656,2,0.9625,0.75,0.25,7.72523875,3.16096925,1.6159215,2.26796,6
974,1,1.725,1.375,0.4875,50.3770615,21.8007655,10.77281,12.20445975,11
1295,2,1.4125,1.1,0.3375,23.530085,11.1413535,4.91863825,6.747181,9
726,2,1.4875,1.15,0.35,28.47707275,13.19669225,5.93922025,7.12989925,9
1421,2,1.225,0.95,0.3125,15.5638755,6.9456275,3.04757125,4.932813,10
3032,1,1.375,1.1,0.4,27.9242575,13.16834275,5.6982495,7.654365,8
3512,1,1.25,0.9375,0.375,18.030282,7.18659825,4.1106775,5.386405,10
2790,0,0.9,0.7,0.2625,5.6415505,1.97029025,1.2757275,2.26796,9
1008,0,0.4625,0.9375,0.3,13.16834275,5.556502,2.96252275,4.252425,6
3393,2,1.85,1.5,0.4875,55.961913,16.953001,11.58077075,20.128145,16
1228,1,0.9375,0.725,0.25,7.824462,3.33106625,1.60174675,2.4097075,9
3476,2,1.7375,1.3375,0.4375,52.12055575,22.77882325,11.226402,14.2597985,10
434,1,1.5875,1.2375,0.425,38.82464025,18.6256215,8.66077225,10.3475675,10
2792,1,1.4625,1.15,0.4125,31.56716825,16.51358375,6.64795775,7.767763,10
2267,0,0.8875,0.7125,0.2375,6.44951125,2.70737725,1.34660125,2.02698925,6
2837,0,0.6875,0.5125,0.1875,3.13261975,1.2757275,0.80796075,0.9922325,6
2113,2,1.5625,1.225,0.275,32.205032,14.92601175,5.42892925,8.29222875,9
2279,2,1.4375,1.0875,0.3875,25.44367625,11.66581925,6.59125875,6.520385,9
2316,1,1.8125,1.425,0.475,66.06850975,35.5219235,15.3370795,14.74174,9
2447,1,1.6625,1.3125,0.3875,38.48444625,15.09610875,8.63242275,12.71475075,10
561,1,1.575,1.225,0.3875,34.8415355,15.1669825,8.221355,9.4970825,11
2377,1,1.5,1.125,0.4875,37.98833,17.4916415,9.22776225,10.21999475,10
205,0,1.0375,0.8125,0.25,9.11436425,4.35164825,1.68679525,2.9766975,10
1682,1,1.6625,1.2875,0.4125,39.27823225,17.6050395,8.561549,9.76640275,8
3878,2,1.2,0.9125,0.3375,18.12950525,8.34892775,3.2034935,4.9611625,8
1516,2,1.375,1.0375,0.45,33.04134225,14.231449,8.5331995,8.8166945,9
3375,1,1.5875,1.275,0.3875,27.952607,11.4815475,6.39281225,8.788345,10
658,1,1.425,1.1375,0.4375,28.91649,13.62193475,6.08096775,8.221355,9
3659,2,1.4875,1.1875,0.4,32.33260475,15.5071765,6.5487345,7.6827145,6
2291,0,0.9375,0.6875,0.2375,6.50621025,2.6932025,1.54504775,1.871067,7
3554,0,1.3875,1.075,0.3125,19.85882475,9.62465525,3.84135725,5.93922025,8
89,1,1.5,1.2375,0.4875,29.97959625,10.886208,5.386405,10.6310625,26
644,0,1.4,1.0625,0.35,26.01066625,11.35397475,5.59902625,7.37087,10
760,2,1.4125,1.125,0.4125,25.1460065,10.489315,6.7755305,7.0590255,11
1050,0,1.1875,0.8875,0.3375,13.53688625,6.08096775,2.551455,4.06815325,8
2225,2,1.425,1.125,0.375,27.34309275,15.0535845,5.3580555,5.9250455,9
823,2,1.3875,1.05,0.275,26.3933845,12.60135275,4.8477645,6.3786375,8
1234,0,0.825,0.575,0.2125,4.80524025,2.2396105,0.737087,1.43164975,6
1893,2,1.7,1.45,0.5,50.6605565,16.5844575,12.8423235,17.0097,19
3892,0,0.7875,0.6125,0.2125,4.06815325,1.5025235,1.34660125,1.417475,8
1520,1,1.525,1.2,0.425,32.2333815,12.94154675,8.221355,9.8372765,10
3014,2,1.6875,1.275,0.4875,39.179009,17.13727275,9.00096625,11.24057675,10
3041,1,1.5,1.1875,0.375,28.066005,10.942907,6.22271525,8.80251975,10
143,0,1.1125,0.825,0.275,10.149121,4.32329875,1.8994165,3.35941575,8
785,0,1.2375,0.9375,0.3,16.6978555,8.71747125,3.44446425,3.98310475,8
2050,2,1.875,1.4125,0.5375,54.941331,21.92833825,13.67863375,16.3009625,11
1864,1,1.6875,1.3875,0.5,40.78075575,15.4504775,7.55514175,13.1825175,21
2156,1,1.575,1.3125,0.4875,37.23706825,13.99047825,7.27164675,13.1825175,10
2396,1,1.5125,1.175,0.4,33.26813825,14.10387625,6.81805475,9.7805775,12
3653,1,1.6625,1.3125,0.4125,37.931631,15.63474925,10.13494625,9.922325,18
171,0,1.3875,1.1375,0.425,23.91280325,8.7599955,5.40057975,8.50485,15
412,2,1.0875,0.8125,0.275,12.28950825,5.046211,2.79242575,4.3941725,7
416,2,1.3625,1.1,0.4375,21.95668775,8.46232575,5.31553125,7.5126175,11
2439,1,1.575,1.175,0.3625,31.19862475,14.74174,7.37087,7.824462,9
1294,2,1.2875,1.0375,0.35,19.66037825,8.83086925,4.309124,5.6699,10
3030,1,1.4625,1.15,0.3625,26.46425825,13.551061,5.17378375,6.6621325,9
3443,0,0.475,0.35,0.075,0.89300925,0.35436875,0.1417475,0.29766975,3
364,2,1.55,1.2125,0.4125,33.055517,13.6928085,6.747181,10.0640725,13
2728,2,0.8625,0.625,0.225,5.7549485,2.211261,1.6726205,1.5592225,6
740,1,1.525,1.125,0.475,30.63163475,14.6566915,7.07320025,8.32057825,10
73,1,1.525,1.1875,0.3875,33.112216,15.705623,6.7755305,9.34116025,10
3053,1,1.275,1.025,0.3875,36.35823375,16.1308655,8.2497045,10.75863525,9
3577,1,1.5625,1.175,0.3625,50.61803225,19.1359125,7.0023265,9.19941275,13
1265,0,0.9625,0.7625,0.2375,7.144074,2.59397925,1.5592225,2.551455,14
2208,1,0.85,0.6875,0.225,5.85417175,2.05533875,1.2190285,1.984465,10
2360,0,1.375,1.1125,0.275,22.49532825,10.716111,4.025629,7.37087,10
1988,1,1.5625,1.1875,0.4375,38.00250475,18.597272,8.0229085,9.5537815,10
2680,2,0.875,0.6625,0.225,5.25883225,2.11203775,1.17650425,1.70097,7
1492,1,1.5875,1.275,0.525,45.302501,18.52639825,8.03708325,16.44271,15
2202,0,1.275,1.0125,0.3375,21.8007655,10.36174225,4.49339575,5.10291,7
1216,1,1.6,1.2625,0.3875,33.89182725,15.77649675,5.9817445,9.808927,11
2915,0,1.65,1.3125,0.5375,50.632207,19.06503875,10.24834425,11.52407175,11
2099,0,1.475,1.1125,0.3375,21.87163925,9.298636,4.94698775,6.520385,9
3597,0,1.2125,0.9,0.3,14.61416725,6.98815175,2.90582375,4.1673765,8
1998,1,1.5375,1.175,0.375,30.83008125,14.10387625,8.0229085,7.61184075,9
2807,1,1.1375,0.9125,0.2375,14.571643,6.36446275,2.8632995,4.252425,15
2356,2,1.5375,1.1875,0.425,31.25532375,13.31009025,6.67630725,9.7805775,14
631,0,1.1125,0.8,0.3,10.716111,4.309124,2.33883375,3.40194,8
3670,0,0.4,0.3,0.0875,0.5953395,0.21262125,0.12757275,0.1417475,5
3657,0,1.1,0.775,0.2875,10.27669375,3.798833,2.324659,3.40194,11
2843,1,1.2625,1.0,0.325,21.659018,8.60407325,5.3580555,6.16601625,11
1080,1,1.325,1.1,0.5125,23.6718325,9.07184,6.16601625,6.9456275,14
1405,0,1.1,0.875,0.3,10.6310625,4.03980375,2.73572675,3.2601925,9
632,0,0.7125,0.5375,0.175,3.04757125,1.4458245,0.63786375,0.7654365,6
1456,2,1.45,1.125,0.4625,28.22192725,11.18387775,7.711064,8.0796075,11
2035,2,1.6,1.275,0.4125,42.127357,21.53144525,9.412034,9.1001895,8
3481,0,0.9125,0.7375,0.2375,7.087375,3.04757125,1.54504775,2.26796,9
1851,0,1.275,0.9375,0.375,23.85610425,10.90038275,4.422522,7.2291225,10
3229,2,1.4375,1.125,0.425,29.69610125,10.70193625,4.83358975,10.9145575,18
1802,0,0.9625,0.725,0.2125,7.10154975,3.175144,1.7293195,2.26796,8
2229,0,1.3625,1.075,0.35,21.885814,8.1930055,5.386405,7.41339425,8
178,2,1.6875,1.325,0.4375,41.00755175,19.20678625,9.355335,11.0279555,10
498,2,1.375,1.1,0.3875,26.818627,8.8733935,5.17378375,9.4970825,16
3535,1,1.475,1.175,0.375,24.4089195,11.7083435,4.649318,7.0590255,8
484,1,1.575,1.2875,0.425,39.2640575,18.01610725,8.37727725,10.77281,11
3614,1,1.2625,0.9625,0.325,18.24290325,8.88756825,4.2240755,4.29494925,7
2246,0,1.1875,0.9,0.275,13.947954,5.9817445,3.118445,4.252425,8
2523,2,1.375,1.0875,0.35,21.1203775,9.8372765,4.932813,6.42116175,9
3005,1,1.5,1.25,0.4,28.7747425,11.32562525,4.91863825,9.355335,19
877,1,1.3875,1.0875,0.3625,27.45649075,14.13222575,4.762716,6.76135575,9
1166,2,1.4,1.075,0.3625,25.457851,11.04213025,6.59125875,6.9456275,9
1689,1,1.425,1.1,0.4375,26.69105425,10.78698475,6.47786075,8.0229085,9
1340,2,1.375,1.0625,0.3125,27.328918,15.52135125,4.5075705,6.0951425,8
3818,2,1.2375,1.0,0.3875,18.27125275,6.860579,3.75630875,5.8116475,17
3164,2,1.4375,1.2125,0.4125,29.49765475,11.8784405,7.484268,8.50485,14
759,2,1.475,1.1375,0.4125,32.9137695,10.77281,6.95980225,7.93786,12
2218,1,0.825,0.5875,0.225,4.6209685,1.74349425,0.963883,1.5592225,10
1597,2,1.1875,0.95,0.35,19.5328055,8.97261675,3.72795925,5.54232725,7
1356,0,0.575,0.425,0.125,1.6159215,0.737087,0.3685435,0.453592,5
3340,1,1.5625,1.25,0.45,38.85298975,18.2854275,8.5898985,10.50348975,12
1598,1,1.8,1.4125,0.3625,33.6508565,19.5895045,5.51397775,7.61184075,8
992,1,1.6,1.275,0.425,38.88133925,16.0741665,8.7032965,11.5949455,10
2093,0,0.6,0.4375,0.1625,1.88524175,0.8788345,0.38271825,0.4819415,3
2602,1,1.5625,1.2375,0.4625,39.22153325,20.14231975,8.51902475,9.7805775,11
2891,2,1.15,0.8875,0.325,14.6566915,6.25106475,3.231843,4.6776675,9
1843,1,1.7125,1.3375,0.4375,40.596484,18.0586315,7.0023265,13.04077,11
2840,2,1.575,1.2,0.4,33.9910505,14.92601175,9.4970825,8.9300925,11
3813,1,1.075,0.8375,0.3,11.2547515,5.62737575,2.45223175,2.93417325,7
319,2,1.325,1.05,0.35,17.7751365,8.23552975,3.30271675,5.1879585,8
184,1,1.3125,1.05,0.3875,23.870279,12.133586,4.01145425,5.79747275,9
3658,1,1.5,1.1375,0.425,33.77842925,19.731252,6.78970525,6.80388,8
3309,2,1.75,1.4,0.4375,47.07434475,24.39474475,9.28446125,11.283101,11
2666,2,1.4625,1.15,0.4125,29.993771,13.777857,7.087375,8.334753,9
2796,1,1.375,1.0125,0.375,26.18076325,11.679994,6.05261825,6.80388,7
2028,2,1.225,0.9125,0.325,19.37688325,4.6776675,3.72795925,5.8116475,21
839,0,1.35,1.0375,0.3375,20.0997955,9.05766525,4.932813,5.2446575,9
3256,0,1.2875,1.0,0.3125,16.79707875,7.5126175,3.33106625,4.762716,9
539,1,1.525,1.2125,0.3625,37.71900975,22.1976585,6.39281225,8.12213175,9
1154,0,0.8125,0.5,0.2,2.82077525,1.11980525,0.63786375,0.907184,8
801,0,0.9375,0.7,0.2,6.33611325,3.2601925,1.2190285,1.5592225,6
2245,2,1.375,1.1,0.3125,21.6873675,9.355335,6.02426875,6.9456275,9
2518,2,1.7625,1.3875,0.5,41.63124075,13.36678925,9.17106325,14.74174,19
1135,0,0.8875,0.65,0.225,5.45727875,2.1829115,1.077281,1.8427175,8
210,2,1.3875,1.0625,0.35,22.339406,7.994559,4.52174525,8.0796075,11
2835,1,0.4125,0.3125,0.1,0.69456275,0.26932025,0.12757275,0.226796,4
65,1,1.3125,1.0375,0.4,18.27125275,7.37087,4.46504625,6.23689,12
863,2,1.125,0.9,0.3125,14.16057525,5.76912325,2.83495,4.819415,13
2861,0,1.225,0.9625,0.35,15.37960375,5.613201,3.6003865,4.9611625,11
3876,0,1.35,1.0625,0.3375,19.447757,9.85145125,4.37999775,6.0384435,8
3794,1,1.5,1.2,0.225,29.766975,12.9557215,7.61184075,7.93786,8
1132,1,0.6125,0.45,0.1625,1.80019325,0.69456275,0.38271825,0.56699,4
1026,0,1.1375,0.925,0.3125,12.2753335,5.6982495,3.58621175,4.1106775,9
2328,0,1.1875,0.9,0.275,12.813974,5.4147545,2.8066005,3.685435,8
341,2,1.6875,1.4125,0.4875,52.09220625,21.67319275,10.24834425,15.6772735,12
2971,2,1.1875,0.9,0.3125,12.6722265,4.80524025,2.2963095,3.96893,9
875,0,1.5125,1.225,0.4125,30.3623145,13.664459,5.48562825,9.979024,10
1506,2,1.0375,0.85,0.325,10.41844125,4.139027,2.50893075,3.40194,10
372,0,0.7875,0.6,0.175,3.8838815,1.54504775,0.89300925,1.13398,8
2259,2,1.6875,1.425,0.5625,44.9906565,20.9502805,8.49067525,12.3320325,10
889,2,1.6375,1.3,0.475,41.23434775,17.0097,10.95708175,10.8578585,10
3358,0,1.2625,0.95,0.3,16.839603,7.35669525,4.06815325,5.10291,7
3596,0,1.375,1.125,0.325,22.792998,9.56795625,3.98310475,6.520385,6
3218,1,1.4375,1.0875,0.325,28.64716975,10.432616,6.293589,9.07184,10
1325,1,1.2375,0.9875,0.3375,17.95940825,8.60407325,3.67126025,4.23825025,8
2402,2,1.6,1.3125,0.4375,39.179009,18.313777,8.83086925,10.489315,9
3351,0,1.025,0.75,0.25,7.994559,3.55786225,1.6159215,2.48058125,7
96,0,0.7375,0.5375,0.1875,3.288542,1.0489315,0.83631025,1.13398,8
2566,2,1.4,1.075,0.375,24.79163775,12.8423235,4.5642695,6.23689,8
2895,0,1.0375,0.775,0.2625,10.19164525,4.7343665,2.3530085,2.59397925,6
3582,0,1.5125,1.2,0.3875,28.33532525,12.0485375,5.62737575,8.50485,10
129,0,0.775,0.5875,0.225,3.6003865,1.360776,0.8788345,1.13398,6
2119,1,1.55,1.25,0.5,34.6147395,13.05494475,7.4559185,12.190285,12
1635,1,1.4125,1.1375,0.375,27.20134525,12.94154675,6.78970525,6.520385,9
1985,1,1.425,1.1,0.3625,24.99008425,10.21999475,5.54232725,7.75358825,10
3771,2,1.575,1.225,0.425,34.45881725,13.11164375,5.79747275,8.80251975,10
2580,1,1.65,1.2875,0.5,46.67745175,21.2337755,11.963489,11.3681495,11
3095,2,1.725,1.3125,0.475,42.297454,18.21455375,11.07047975,11.90679,12
3245,1,1.5875,1.3,0.4375,36.627554,17.0097,7.6260155,10.4042665,11
370,1,1.25,0.9625,0.3,17.95940825,6.53455975,3.5436875,6.6621325,14
1788,2,1.45,1.15,0.4375,33.0271675,18.427175,6.25106475,8.66077225,9
2116,0,1.025,0.8375,0.2625,9.36950975,3.98310475,1.814368,2.9766975,7
1820,2,1.5,1.2,0.4125,32.16250775,12.85649825,7.654365,9.4970825,10
994,0,0.7875,0.575,0.175,3.24601775,1.304077,0.66621325,1.09145575,5
881,2,1.5,1.1875,0.45,33.46658475,12.31785775,7.01650125,12.0485375,19
737,0,1.075,0.7875,0.2875,10.886208,5.34388075,2.02698925,3.118445,8
231,1,1.6,1.4125,0.575,43.1195895,18.257078,10.546014,11.509897,15
377,0,0.6125,0.4375,0.1375,2.22543575,1.13398,0.510291,0.56699,5
3159,1,1.4375,1.15,0.4125,25.95396725,11.35397475,6.98815175,6.76135575,8
2926,1,1.5,1.2375,0.4375,36.570855,17.179797,7.824462,9.76640275,11
432,2,1.175,0.9125,0.2625,11.92096475,4.6209685,2.93417325,3.96893,9
1361,1,1.8,1.4125,0.5,59.68987225,28.8314415,10.2908685,14.004653,12
2809,1,1.5625,1.175,0.4375,33.4240605,17.1514475,7.314171,7.6827145,9
1378,0,1.4625,1.125,0.3375,24.2388225,10.75863525,5.3013565,7.37087,9
1591,2,1.5875,1.2625,0.3875,36.55668025,16.839603,8.901743,9.7805775,11
1143,1,1.0375,0.7625,0.25,9.2135875,4.422522,1.43164975,2.5798045,6
172,1,1.4375,1.1,0.4625,29.0582375,14.38737125,6.36446275,7.04485075,10
1876,2,1.7125,1.3375,0.4375,44.91978275,20.34076625,10.70193625,11.94931425,9
814,2,1.3375,1.0,0.375,22.80717275,9.48290775,6.02426875,5.953395,13
2982,1,1.7625,1.3875,0.5375,60.6962795,29.66775175,10.8578585,14.968536,11
2266,1,1.7125,1.3375,0.3875,39.24988275,18.75319425,6.08096775,11.55242125,10
948,1,1.3875,1.0875,0.35,21.24795025,9.6671795,4.66349275,6.066793,8
16,1,1.6,1.3125,0.45,37.23706825,13.79203175,8.49067525,11.55242125,10
2026,1,1.525,1.2,0.375,32.58775025,15.989118,7.767763,7.484268,8
2020,2,1.5,1.1625,0.375,31.25532375,15.46465225,7.427569,7.087375,8
2953,2,1.55,1.275,0.45,37.74735925,16.839603,7.824462,10.999606,11
367,1,1.5,1.1875,0.3875,32.27590575,14.231449,6.50621025,8.788345,9
1406,1,1.55,1.2,0.3875,35.59279725,14.9401865,10.602713,9.00096625,11
3487,2,1.325,0.9875,0.2875,16.11669075,7.0590255,3.89805625,4.5642695,9
3628,2,1.7625,1.3375,0.55,52.900167,26.3366855,10.87203325,12.45960525,10
2572,2,1.475,1.1625,0.375,28.2644515,11.113004,6.973977,9.63883,12
2702,2,1.3375,1.0,0.375,34.699788,17.519991,7.7961125,8.15048125,10
3445,0,1.3125,1.0375,0.3,16.896302,7.95203475,3.40194,4.80524025,9
1848,1,1.8375,1.475,0.5625,49.781722,18.0586315,9.65300475,16.44271,21
3295,2,1.8125,1.4,0.525,60.6962795,18.427175,11.283101,28.4912475,18
2979,1,1.1375,0.9375,0.3125,13.721158,6.10931725,2.891649,4.6776675,7
1935,1,1.8375,1.4625,0.4625,60.214338,26.988724,15.592225,14.17475,11
3710,0,0.8,0.5375,0.2375,8.6465975,3.96893,1.8994165,2.50893075,6
1624,0,0.9875,0.8,0.25,8.71747125,4.2240755,1.51669825,2.551455,8
3101,1,1.2625,1.0125,0.35,24.8058125,7.55514175,4.932813,8.0796075,12
542,1,1.4625,1.1625,0.4125,25.0893075,11.41067375,4.60679375,7.767763,10
2454,2,1.6375,1.325,0.4125,36.38658325,16.5277585,3.55786225,11.3398,8
1459,2,1.6125,1.2875,0.375,34.359594,14.5999925,5.82582225,10.9145575,10
1668,0,1.5125,1.2375,0.3625,29.880373,10.4609655,6.39281225,10.20582,12
1903,2,1.725,1.35,0.3875,41.220173,17.690088,8.80251975,11.056305,9
552,2,1.5875,1.2625,0.4125,35.4652245,16.3576615,6.4353365,10.84368375,11
362,1,1.125,0.875,0.325,13.04077,4.932813,3.1467945,3.8271825,8
549,0,0.875,0.6625,0.275,5.9250455,1.871067,1.6726205,2.1262125,9
2838,1,1.8,1.4375,0.575,64.33919025,25.04678325,11.29727575,18.8524175,16
81,2,1.55,1.25,0.4375,32.488527,13.5227115,6.520385,11.056305,13
1730,2,1.225,0.9125,0.3625,17.98775775,5.65572525,4.60679375,6.23689,10
3738,2,1.4625,1.2125,0.375,30.5891105,11.75086775,5.99591925,10.092422,11
355,2,1.5625,1.225,0.4375,31.39707125,12.71475075,6.13766675,10.19164525,8
2083,1,1.225,0.9875,0.35,15.5638755,6.27941425,3.61456125,4.252425,11
2449,2,1.1375,0.875,0.35,16.23008875,5.57067675,3.75630875,4.9611625,10
